genome.genome_id	genome.contigs	genome.genome_length	feature.accession	feature.start	feature.end	feature.strand	feature.patric_id	feature.product
505317.4	35	2610727	JSUM01000002	60934	61635	+	fig|505317.4.peg.193	DnaA inactivator Hda (shorter homolog of DnaA)
505317.4	35	2610727	JSUM01000003	118879	119478	-	fig|505317.4.peg.409	DnaA initiator-associating protein DiaA
505317.4	35	2610727	JSUM01000006	218300	219733	+	fig|505317.4.peg.1077	Chromosomal replication initiator protein DnaA
505317.4	35	2610727	JSUM01000010	1098	3317	-	fig|505317.4.peg.1126	Helicase PriA essential for oriC/DnaA-independent DNA replication
50743.3	25	3214025	NZ_ABCO01000010	98252	100720	+	fig|50743.3.peg.2558	Helicase PriA essential for oriC/DnaA-independent DNA replication
50743.3	25	3214025	NZ_ABCO01000009	40403	41833	+	fig|50743.3.peg.2368	Chromosomal replication initiator protein DnaA
518634.20	1	2269415	AP012324	1673297	1675606	+	fig|518634.20.peg.1518	Helicase PriA essential for oriC/DnaA-independent DNA replication
518634.20	1	2269415	AP012324	1	1467	+	fig|518634.20.peg.1	Chromosomal replication initiator protein DnaA
521010.3	17	1403443	NC_015921	12745	14730	+	fig|521010.3.peg.670	Helicase PriA essential for oriC/DnaA-independent DNA replication
521010.3	17	1403443	NC_015921	455408	456862	+	fig|521010.3.peg.1079	Chromosomal replication initiator protein DnaA
526224.6	1	3241804	NC_014150	1143771	1145678	+	fig|526224.6.peg.983	Helicase PriA essential for oriC/DnaA-independent DNA replication
526224.6	1	3241804	NC_014150	132	1511	+	fig|526224.6.peg.1	Chromosomal replication initiator protein DnaA
530564.3	1	6196199	NC_013720	6054077	6056404	+	fig|530564.3.peg.4833	Helicase PriA essential for oriC/DnaA-independent DNA replication
530564.3	1	6196199	NC_013720	234	1946	+	fig|530564.3.peg.1	Chromosomal replication initiator protein DnaA
530564.3	1	6196199	NC_013720	1279970	1281154	+	fig|530564.3.peg.1092	Chromosomal replication initiator protein DnaA
563192.3	30	4433779	NZ_GL622726	381908	383476	-	fig|563192.3.peg.2427	Chromosomal replication initiator protein DnaA
563192.3	30	4433779	NZ_GL622724	1115563	1117698	+	fig|563192.3.peg.957	Helicase PriA essential for oriC/DnaA-independent DNA replication
563192.3	30	4433779	NZ_GL622727	505204	506637	+	fig|563192.3.peg.3144	Chromosomal replication initiator protein DnaA
56780.15	1	3179300	NC_007759	1277173	1279494	-	fig|56780.15.peg.1359	Helicase PriA essential for oriC/DnaA-independent DNA replication
56780.15	1	3179300	NC_007759	173	1528	+	fig|56780.15.peg.1	Chromosomal replication initiator protein DnaA
658187.3	64	4169142	NZ_GG697174	133014	133706	-	fig|658187.3.peg.558	DnaA inactivator Hda (shorter homolog of DnaA)
658187.3	64	4169142	NZ_GG697218	29323	35280	+	fig|658187.3.peg.3103	Helicase PriA essential for oriC/DnaA-independent DNA replication
658187.3	64	4169142	NZ_GG697180	131046	132422	-	fig|658187.3.peg.1165	Chromosomal replication initiator protein DnaA
658187.3	64	4169142	NZ_GG697180	3652	5832	-	fig|658187.3.peg.1039	Helicase PriA essential for oriC/DnaA-independent DNA replication
658187.3	64	4169142	NZ_GG697180	142599	143198	+	fig|658187.3.peg.1177	DnaA initiator-associating protein DiaA
665949.3	88	3843448	ACWX01000017	135432	136751	-	fig|665949.3.peg.931	Chromosomal replication initiator protein DnaA
665949.3	88	3843448	ACWX01000035	129124	131589	+	fig|665949.3.peg.1766	Helicase PriA essential for oriC/DnaA-independent DNA replication
670487.3	2	2439291	NC_014761	2150651	2152825	+	fig|670487.3.peg.2233	Helicase PriA essential for oriC/DnaA-independent DNA replication
670487.3	2	2439291	NC_014761	45	1388	+	fig|670487.3.peg.123	Chromosomal replication initiator protein DnaA
675524.3	108	5011695	ATXX01000045	52958	53695	-	fig|675524.3.peg.1671	DnaA inactivator Hda (shorter homolog of DnaA)
675524.3	108	5011695	ATXX01000079	67612	68937	+	fig|675524.3.peg.3534	Chromosomal replication initiator protein DnaA
675524.3	108	5011695	ATXX01000077	7865	10066	-	fig|675524.3.peg.3362	Helicase PriA essential for oriC/DnaA-independent DNA replication
675524.3	108	5011695	ATXX01000084	97191	97778	-	fig|675524.3.peg.3818	DnaA initiator-associating protein DiaA
690417.3	137	3358707	JRKS01000004	60878	63127	+	fig|690417.3.peg.540	Helicase PriA essential for oriC/DnaA-independent DNA replication
690417.3	137	3358707	JRKS01000028	19660	21024	-	fig|690417.3.peg.1934	Chromosomal replication initiator protein DnaA
696281.4	1	3969014	NC_015589	106	1434	+	fig|696281.4.peg.1	Chromosomal replication initiator protein DnaA
696281.4	1	3969014	NC_015589	2337540	2339729	-	fig|696281.4.peg.2452	Helicase PriA essential for oriC/DnaA-independent DNA replication
706191.3	1	4690298	NC_013956	3165351	3166028	-	fig|706191.3.peg.2933	DnaA inactivator Hda (shorter homolog of DnaA)
706191.3	1	4690298	NC_013956	3863806	3864393	+	fig|706191.3.peg.3617	DnaA initiator-associating protein DiaA
706191.3	1	4690298	NC_013956	4265602	4267797	+	fig|706191.3.peg.4002	Helicase PriA essential for oriC/DnaA-independent DNA replication
706191.3	1	4690298	NC_013956	96139	97545	-	fig|706191.3.peg.91	Chromosomal replication initiator protein DnaA
742817.3	42	3753461	ADMC01000018	25440	27899	-	fig|742817.3.peg.1334	Helicase PriA essential for oriC/DnaA-independent DNA replication
742817.3	42	3753461	ADMC01000022	241512	242813	-	fig|742817.3.peg.1692	Chromosomal replication initiator protein DnaA
1071080.3	44	3709667	ATWS01000010	38354	39793	-	fig|1071080.3.peg.1233	Chromosomal replication initiator protein DnaA
1071080.3	44	3709667	ATWS01000006	55250	57661	-	fig|1071080.3.peg.951	Helicase PriA essential for oriC/DnaA-independent DNA replication
110663.3	17	2644310	AZXL01000007	67398	68801	-	fig|110663.3.peg.1354	Chromosomal replication initiator protein DnaA
110663.3	17	2644310	AZXL01000003	4294	6507	+	fig|110663.3.peg.179	Helicase PriA essential for oriC/DnaA-independent DNA replication
1111137.3	25	2051910	ALNO01000019	31085	32647	+	fig|1111137.3.peg.1655	Chromosomal replication initiator protein DnaA
1111137.3	25	2051910	ALNO01000016	286492	288570	-	fig|1111137.3.peg.1372	Helicase PriA essential for oriC/DnaA-independent DNA replication
1120944.3	104	4024065	JONS01000006	45295	46896	-	fig|1120944.3.peg.857	Chromosomal replication initiator protein DnaA
1120944.3	104	4024065	JONS01000004	122692	124800	-	fig|1120944.3.peg.639	Helicase PriA essential for oriC/DnaA-independent DNA replication
1121315.4	20	4018741	AUUB01000011	944572	947112	-	fig|1121315.4.peg.2083	Helicase PriA essential for oriC/DnaA-independent DNA replication
1121315.4	20	4018741	AUUB01000017	83948	85267	+	fig|1121315.4.peg.3794	Chromosomal replication initiator protein DnaA
1121355.3	10	1842962	ARBM01000004	66900	68723	+	fig|1121355.3.peg.866	Chromosomal replication initiator protein DnaA
1121355.3	10	1842962	ARBM01000001	148343	150400	-	fig|1121355.3.peg.134	Helicase PriA essential for oriC/DnaA-independent DNA replication
1121445.4	20	3391683	ATUZ01000014	255278	256615	-	fig|1121445.4.peg.1910	Chromosomal replication initiator protein DnaA
1121445.4	20	3391683	ATUZ01000013	102871	104448	-	fig|1121445.4.peg.1210	Chromosomal replication initiator protein DnaA
1121445.4	20	3391683	ATUZ01000013	107432	109843	-	fig|1121445.4.peg.1216	Helicase PriA essential for oriC/DnaA-independent DNA replication
1122924.3	56	6753677	AULX01000015	10305	11657	-	fig|1122924.3.peg.3811	Chromosomal replication initiator protein DnaA
1122924.3	56	6753677	AULX01000002	555629	558139	-	fig|1122924.3.peg.595	Helicase PriA essential for oriC/DnaA-independent DNA replication
1122965.4	94	4273004	AULJ01000010	90034	92445	+	fig|1122965.4.peg.981	Helicase PriA essential for oriC/DnaA-independent DNA replication
1122965.4	94	4273004	AULJ01000044	3289	4638	+	fig|1122965.4.peg.3300	Chromosomal replication initiator protein DnaA
1123308.3	25	2356922	ARCF01000002	184307	186700	+	fig|1123308.3.peg.546	Helicase PriA essential for oriC/DnaA-independent DNA replication
1123308.3	25	2356922	ARCF01000017	15193	16569	-	fig|1123308.3.peg.2034	Chromosomal replication initiator protein DnaA
1131452.3	5	862059	AJFR01000001	26063	27454	+	fig|1131452.3.peg.15	Chromosomal replication initiator protein DnaA
1141647.3	133	7198456	LGYZ01000011	57131	59434	+	fig|1141647.3.peg.473	Helicase PriA essential for oriC/DnaA-independent DNA replication
1141647.3	133	7198456	LGYZ01000090	40741	42636	-	fig|1141647.3.peg.4843	Chromosomal replication initiator protein DnaA
1188235.3	43	862704	AORH01000027	12999	14411	-	fig|1188235.3.peg.460	Chromosomal replication initiator protein DnaA
1193729.4	1	1481191	CP003539	1364592	1366796	-	fig|1193729.4.peg.776	Helicase PriA essential for oriC/DnaA-independent DNA replication
1203622.3	6	2317158	AXLR01000002	87706	89454	-	fig|1203622.3.peg.561	Chromosomal replication initiator protein DnaA
1203622.3	6	2317158	AXLR01000005	215605	217680	+	fig|1203622.3.peg.1597	Helicase PriA essential for oriC/DnaA-independent DNA replication
1206781.3	25	6834602	AMBZ01000004	646749	649067	+	fig|1206781.3.peg.3605	Helicase PriA essential for oriC/DnaA-independent DNA replication
1206781.3	25	6834602	AMBZ01000002	636677	638032	+	fig|1206781.3.peg.1989	Chromosomal replication initiator protein DnaA
1208600.3	43	5568996	AYSE01000005	9008	10348	-	fig|1208600.3.peg.3098	Chromosomal replication initiator protein DnaA
1208600.3	43	5568996	AYSE01000001	529812	532220	-	fig|1208600.3.peg.538	Helicase PriA essential for oriC/DnaA-independent DNA replication
1235809.3	111	3365581	BAIQ01000021	18778	19140	+	fig|1235809.3.peg.1980	Chromosomal replication initiator protein DnaA
1235809.3	111	3365581	BAIQ01000006	33774	35165	+	fig|1235809.3.peg.813	Chromosomal replication initiator protein DnaA
1235809.3	111	3365581	BAIQ01000004	94409	96610	-	fig|1235809.3.peg.628	Helicase PriA essential for oriC/DnaA-independent DNA replication
1262774.3	52	2744059	HF993797	54640	56019	-	fig|1262774.3.peg.112	Chromosomal replication initiator protein DnaA
1262774.3	52	2744059	HF993824	229009	231039	-	fig|1262774.3.peg.1336	Helicase PriA essential for oriC/DnaA-independent DNA replication
1262887.3	113	2833000	FR886288	6199	7578	-	fig|1262887.3.peg.804	Chromosomal replication initiator protein DnaA
1262887.3	113	2833000	FR886283	12629	14845	+	fig|1262887.3.peg.747	Helicase PriA essential for oriC/DnaA-independent DNA replication
1263049.3	251	3820088	HF992970	15339	16727	+	fig|1263049.3.peg.1643	Chromosomal replication initiator protein DnaA
1294143.3	1	5696307	CP004143	4029838	4030533	-	fig|1294143.3.peg.3633	DnaA inactivator Hda (shorter homolog of DnaA)
1294143.3	1	5696307	CP004143	454933	457152	-	fig|1294143.3.peg.411	Helicase PriA essential for oriC/DnaA-independent DNA replication
1294143.3	1	5696307	CP004143	1217559	1218152	-	fig|1294143.3.peg.1119	DnaA initiator-associating protein DiaA
1294143.3	1	5696307	CP004143	118	1533	+	fig|1294143.3.peg.1	Chromosomal replication initiator protein DnaA
1339239.3	121	2738314	JTLI01000066	4059	6338	-	fig|1339239.3.peg.2210	Helicase PriA essential for oriC/DnaA-independent DNA replication
1339239.3	121	2738314	JTLI01000035	11554	13404	+	fig|1339239.3.peg.1560	Chromosomal replication initiator protein DnaA
1353276.4	28	3343189	JADR01000001	268846	271299	+	fig|1353276.4.peg.267	Helicase PriA essential for oriC/DnaA-independent DNA replication
1353276.4	28	3343189	JADR01000001	334708	336135	-	fig|1353276.4.peg.324	Chromosomal replication initiator protein DnaA
1354301.3	248	4776227	AUPA01000094	1049	2398	+	fig|1354301.3.peg.1796	Chromosomal replication initiator protein DnaA
1354301.3	248	4776227	AUPA01000213	6530	8743	+	fig|1354301.3.peg.3552	Helicase PriA essential for oriC/DnaA-independent DNA replication
1356854.4	207	4063548	AURB01000128	8109	9494	-	fig|1356854.4.peg.1722	Chromosomal replication initiator protein DnaA
1356854.4	207	4063548	AURB01000068	48245	50674	+	fig|1356854.4.peg.834	Helicase PriA essential for oriC/DnaA-independent DNA replication
135735.6	1	4865574	CP011974	430	1779	+	fig|135735.6.peg.1	Chromosomal replication initiator protein DnaA
135735.6	1	4865574	CP011974	3761016	3763433	-	fig|135735.6.peg.3919	Helicase PriA essential for oriC/DnaA-independent DNA replication
1370125.3	119	6137283	AUWT01000040	33737	35737	+	fig|1370125.3.peg.3880	Helicase PriA essential for oriC/DnaA-independent DNA replication
1370125.3	119	6137283	AUWT01000015	23725	25206	+	fig|1370125.3.peg.1113	Chromosomal replication initiator protein DnaA
1384056.3	65	3056622	AVCK01000024	14647	15345	-	fig|1384056.3.peg.1771	DnaA inactivator Hda (shorter homolog of DnaA)
1384056.3	65	3056622	AVCK01000044	121846	123174	-	fig|1384056.3.peg.2243	Chromosomal replication initiator protein DnaA
1384056.3	65	3056622	AVCK01000014	65436	67628	+	fig|1384056.3.peg.1197	Helicase PriA essential for oriC/DnaA-independent DNA replication
1384484.3	1	2862526	AP013105	1534526	1536874	-	fig|1384484.3.peg.1239	Helicase PriA essential for oriC/DnaA-independent DNA replication
1384484.3	1	2862526	AP013105	1	1629	+	fig|1384484.3.peg.1	Chromosomal replication initiator protein DnaA
1410612.3	95	3697107	JNKO01000013	24302	26437	+	fig|1410612.3.peg.2027	Helicase PriA essential for oriC/DnaA-independent DNA replication
1410612.3	95	3697107	JNKO01000019	49171	50547	+	fig|1410612.3.peg.2392	Chromosomal replication initiator protein DnaA
1410659.3	44	2034070	JHXA01000023	22937	24289	-	fig|1410659.3.peg.1629	Chromosomal replication initiator protein DnaA
1410659.3	44	2034070	JHXA01000003	117097	119283	-	fig|1410659.3.peg.387	Helicase PriA essential for oriC/DnaA-independent DNA replication
1444712.3	5	2821221	CCSC01000002	53409	54779	-	fig|1444712.3.peg.1823	Chromosomal replication initiator protein DnaA
1444712.3	5	2821221	CCSC01000001	661487	662848	-	fig|1444712.3.peg.562	Chromosomal replication initiator protein DnaA
1444712.3	5	2821221	CCSC01000001	1292093	1294363	-	fig|1444712.3.peg.1187	Helicase PriA essential for oriC/DnaA-independent DNA replication
1448857.3	21	1673184	JFAP01000011	30706	32541	+	fig|1448857.3.peg.1546	Helicase PriA essential for oriC/DnaA-independent DNA replication
1448857.3	21	1673184	JFAP01000001	211919	213253	+	fig|1448857.3.peg.255	Chromosomal replication initiator protein DnaA
145458.9	1	2346032	CP013292	1198850	1200274	+	fig|145458.9.peg.1268	Chromosomal replication initiator protein DnaA
145458.9	1	2346032	CP013292	2210699	2212669	+	fig|145458.9.peg.2288	Helicase PriA essential for oriC/DnaA-independent DNA replication
1544413.3	11	2354433	LKEV01000006	159422	161479	-	fig|1544413.3.peg.1967	Helicase PriA essential for oriC/DnaA-independent DNA replication
1544413.3	11	2354433	LKEV01000001	80405	82003	+	fig|1544413.3.peg.80	Chromosomal replication initiator protein DnaA
1581149.3	226	5462675	LASY01000015	13245	14630	-	fig|1581149.3.peg.883	Chromosomal replication initiator protein DnaA
1581149.3	226	5462675	LASY01000133	3989	6184	-	fig|1581149.3.peg.552	Helicase PriA essential for oriC/DnaA-independent DNA replication
1581149.3	226	5462675	LASY01000057	657	1247	-	fig|1581149.3.peg.3469	DnaA initiator-associating protein DiaA
160660.4	71	3323205	JQSG01000006	87404	88105	+	fig|160660.4.peg.1515	DnaA inactivator Hda (shorter homolog of DnaA)
160660.4	71	3323205	JQSG01000003	144810	145385	+	fig|160660.4.peg.811	Helicase PriA essential for oriC/DnaA-independent DNA replication
160660.4	71	3323205	JQSG01000005	88175	88759	+	fig|160660.4.peg.1266	DnaA initiator-associating protein DiaA
160660.4	71	3323205	JQSG01000003	25207	26538	-	fig|160660.4.peg.677	Chromosomal replication initiator protein DnaA
160660.4	71	3323205	JQSG01000003	143167	144816	+	fig|160660.4.peg.810	Helicase PriA essential for oriC/DnaA-independent DNA replication
1684143.3	5	7373184	LIGH01000001	5168498	5170990	+	fig|1684143.3.peg.4650	Helicase PriA essential for oriC/DnaA-independent DNA replication
1684143.3	5	7373184	LIGH01000001	2080548	2081903	-	fig|1684143.3.peg.1928	Chromosomal replication initiator protein DnaA
1736330.3	9	5009159	LMNX01000001	185092	185799	-	fig|1736330.3.peg.167	Chromosomal replication initiator protein DnaA
1736330.3	9	5009159	LMNX01000001	1091017	1092585	-	fig|1736330.3.peg.1054	Chromosomal replication initiator protein DnaA
1736330.3	9	5009159	LMNX01000005	207737	210028	+	fig|1736330.3.peg.4526	Helicase PriA essential for oriC/DnaA-independent DNA replication
179408.3	4	7964445	CP003614	5596771	5599332	-	fig|179408.3.peg.5795	Helicase PriA essential for oriC/DnaA-independent DNA replication
179408.3	4	7964445	CP003614	55	1428	+	fig|179408.3.peg.1	Chromosomal replication initiator protein DnaA
198804.5	1	641454	NC_004061	12397	13692	-	fig|198804.5.peg.12	Chromosomal replication initiator protein DnaA
243161.6	2	1080451	NC_002620	630061	631431	-	fig|243161.6.peg.559	Chromosomal replication initiator protein DnaA
243161.6	2	1080451	NC_002620	191964	194225	-	fig|243161.6.peg.173	Helicase PriA essential for oriC/DnaA-independent DNA replication
243161.6	2	1080451	NC_002620	656551	657918	+	fig|243161.6.peg.585	Chromosomal replication initiator protein DnaA
246197.24	1	9139763	NC_008095	1680069	1682321	+	fig|246197.24.peg.1425	Helicase PriA essential for oriC/DnaA-independent DNA replication
246197.24	1	9139763	NC_008095	147	1439	+	fig|246197.24.peg.1	Chromosomal replication initiator protein DnaA
258533.3	5	6462090	CCBB010000001	2861998	2863437	-	fig|258533.3.peg.2781	Chromosomal replication initiator protein DnaA
258533.3	5	6462090	CCBB010000003	2252222	2254222	+	fig|258533.3.peg.6058	Helicase PriA essential for oriC/DnaA-independent DNA replication
276.5	322	2405103	JPSL01000074	5900	8356	-	fig|276.5.peg.770	Helicase PriA essential for oriC/DnaA-independent DNA replication
276.5	322	2405103	JPSL01000072	9572	10885	-	fig|276.5.peg.746	Chromosomal replication initiator protein DnaA
29554.3	1	693241	AP014631	213465	214826	+	fig|29554.3.peg.178	Chromosomal replication initiator protein DnaA
31954.3	11	1898684	JGZH01000003	203214	204791	+	fig|31954.3.peg.1138	Chromosomal replication initiator protein DnaA
31954.3	11	1898684	JGZH01000001	330590	332797	+	fig|31954.3.peg.308	Helicase PriA essential for oriC/DnaA-independent DNA replication
362418.5	12	5501401	JPRL01000005	23255	24436	-	fig|362418.5.peg.4682	Chromosomal replication initiator protein DnaA
362418.5	12	5501401	JPRL01000001	1999810	2002260	-	fig|362418.5.peg.1808	Helicase PriA essential for oriC/DnaA-independent DNA replication
365044.20	9	5366143	NC_008781	3159980	3160429	-	fig|365044.20.peg.3868	DnaA inactivator Hda (shorter homolog of DnaA)
365044.20	9	5366143	NC_008781	361263	363392	-	fig|365044.20.peg.1179	Helicase PriA essential for oriC/DnaA-independent DNA replication
365044.20	9	5366143	NC_008781	272903	273502	+	fig|365044.20.peg.1087	DnaA initiator-associating protein DiaA
365044.20	9	5366143	NC_008781	4402865	4404247	+	fig|365044.20.peg.5022	Chromosomal replication initiator protein DnaA
391615.3	30	2625605	NZ_DS990598	343576	344166	-	fig|391615.3.peg.318	DnaA initiator-associating protein DiaA
391615.3	30	2625605	NZ_DS990599	339626	341821	+	fig|391615.3.peg.711	Helicase PriA essential for oriC/DnaA-independent DNA replication
391615.3	30	2625605	NZ_DS990599	115793	117169	+	fig|391615.3.peg.519	Chromosomal replication initiator protein DnaA
391615.3	30	2625605	NZ_DS990611	65899	66603	+	fig|391615.3.peg.2067	Chromosomal replication initiator protein DnaA
44742.4	1	3699310	CP014229	3242312	3243685	+	fig|44742.4.peg.3137	Chromosomal replication initiator protein DnaA
44742.4	1	3699310	CP014229	2230974	2232359	-	fig|44742.4.peg.2182	Chromosomal replication initiator protein DnaA
44742.4	1	3699310	CP014229	2236234	2238603	-	fig|44742.4.peg.2187	Helicase PriA essential for oriC/DnaA-independent DNA replication
469371.5	1	4189976	NC_014165	1542995	1545097	+	fig|469371.5.peg.1376	Helicase PriA essential for oriC/DnaA-independent DNA replication
469371.5	1	4189976	NC_014165	270	1853	+	fig|469371.5.peg.1	Chromosomal replication initiator protein DnaA
470.1295	1	4335793	CP009257	1814561	1815259	-	fig|470.1295.peg.1899	DnaA inactivator Hda (shorter homolog of DnaA)
470.1295	1	4335793	CP009257	3219386	3221614	-	fig|470.1295.peg.3225	Helicase PriA essential for oriC/DnaA-independent DNA replication
470.1295	1	4335793	CP009257	2813630	2815027	-	fig|470.1295.peg.2852	Chromosomal replication initiator protein DnaA
491952.3	1	3899940	NC_015559	2133905	2134498	+	fig|491952.3.peg.1995	DnaA initiator-associating protein DiaA
491952.3	1	3899940	NC_015559	171	1715	+	fig|491952.3.peg.1	Chromosomal replication initiator protein DnaA
491952.3	1	3899940	NC_015559	3548310	3550541	+	fig|491952.3.peg.3292	Helicase PriA essential for oriC/DnaA-independent DNA replication
521096.6	2	4479724	NC_014158	2670827	2672800	-	fig|521096.6.peg.2574	Helicase PriA essential for oriC/DnaA-independent DNA replication
521096.6	2	4479724	NC_014158	190	1662	+	fig|521096.6.peg.1	Chromosomal replication initiator protein DnaA
552354.3	39	6778367	BBZE01000008	79027	81261	-	fig|552354.3.peg.2663	Helicase PriA essential for oriC/DnaA-independent DNA replication
552354.3	39	6778367	BBZE01000006	271925	273793	-	fig|552354.3.peg.1736	Chromosomal replication initiator protein DnaA
555079.3	1	2280035	NC_014377	102	1451	+	fig|555079.3.peg.1	Chromosomal replication initiator protein DnaA
555079.3	1	2280035	NC_014377	1007086	1009284	+	fig|555079.3.peg.1107	Helicase PriA essential for oriC/DnaA-independent DNA replication
1292048.3	210	736505	APBO01000098	146	2638	-	fig|1292048.3.peg.686	Helicase PriA essential for oriC/DnaA-independent DNA replication
1299332.3	209	6247430	JAOL01000099	60311	61624	+	fig|1299332.3.peg.3614	Helicase PriA essential for oriC/DnaA-independent DNA replication
1299332.3	209	6247430	JAOL01000062	43245	43610	+	fig|1299332.3.peg.851	Chromosomal replication initiator protein DnaA
1299332.3	209	6247430	JAOL01000099	61640	62251	+	fig|1299332.3.peg.3615	Helicase PriA essential for oriC/DnaA-independent DNA replication
1299332.3	209	6247430	JAOL01000062	43577	44059	+	fig|1299332.3.peg.852	Chromosomal replication initiator protein DnaA
1299332.3	209	6247430	JAOL01000062	42530	42937	+	fig|1299332.3.peg.850	Chromosomal replication initiator protein DnaA
1307759.4	5	3390909	JOMJ01000003	476526	477890	+	fig|1307759.4.peg.550	Chromosomal replication initiator protein DnaA
1307759.4	5	3390909	JOMJ01000003	1881174	1882529	-	fig|1307759.4.peg.1866	Chromosomal replication initiator protein DnaA
1307759.4	5	3390909	JOMJ01000003	505075	507411	+	fig|1307759.4.peg.576	Helicase PriA essential for oriC/DnaA-independent DNA replication
1380380.4	15	3404005	JIAX01000006	190430	192040	-	fig|1380380.4.peg.246	Chromosomal replication initiator protein DnaA
1380380.4	15	3404005	JIAX01000009	343100	343777	-	fig|1380380.4.peg.1779	Chromosomal replication initiator protein DnaA
1380380.4	15	3404005	JIAX01000013	47816	50014	+	fig|1380380.4.peg.2894	Helicase PriA essential for oriC/DnaA-independent DNA replication
1380385.4	43	6629381	JHVQ01000004	165153	165839	+	fig|1380385.4.peg.1193	DnaA inactivator Hda (shorter homolog of DnaA)
1380385.4	43	6629381	JHVQ01000027	12395	14422	+	fig|1380385.4.peg.6032	Helicase PriA essential for oriC/DnaA-independent DNA replication
1380385.4	43	6629381	JHVQ01000006	303355	304734	-	fig|1380385.4.peg.2497	Chromosomal replication initiator protein DnaA
1380385.4	43	6629381	JHVQ01000009	192848	193483	-	fig|1380385.4.peg.3722	DnaA initiator-associating protein DiaA
1380389.4	13	2784495	JIAU01000004	135308	136699	+	fig|1380389.4.peg.687	Chromosomal replication initiator protein DnaA
1380389.4	13	2784495	JIAU01000006	47086	49248	+	fig|1380389.4.peg.1922	Helicase PriA essential for oriC/DnaA-independent DNA replication
1449338.3	5	4041428	JQLU01000004	124230	126644	+	fig|1449338.3.peg.659	Helicase PriA essential for oriC/DnaA-independent DNA replication
1449338.3	5	4041428	JQLU01000005	1146793	1148133	-	fig|1449338.3.peg.2019	Chromosomal replication initiator protein DnaA
160791.5	78	4895574	JQMC01000004	18731	19339	-	fig|160791.5.peg.999	DnaA inactivator Hda (shorter homolog of DnaA)
160791.5	78	4895574	JQMC01000013	100013	102166	+	fig|160791.5.peg.2718	Helicase PriA essential for oriC/DnaA-independent DNA replication
160791.5	78	4895574	JQMC01000003	58093	59532	-	fig|160791.5.peg.821	Chromosomal replication initiator protein DnaA
1642570.3	58	6647181	LAZU01000020	10730	12076	-	fig|1642570.3.peg.1157	Chromosomal replication initiator protein DnaA
1642570.3	58	6647181	LAZU01000037	363846	364349	-	fig|1642570.3.peg.7281	Helicase PriA essential for oriC/DnaA-independent DNA replication
1642570.3	58	6647181	LAZU01000037	364346	366376	-	fig|1642570.3.peg.7282	Helicase PriA essential for oriC/DnaA-independent DNA replication
1717.62	1	2463666	LN831026	1318503	1320530	-	fig|1717.62.peg.1332	Helicase PriA essential for oriC/DnaA-independent DNA replication
1717.62	1	2463666	LN831026	1	1659	+	fig|1717.62.peg.1	Chromosomal replication initiator protein DnaA
335283.9	3	2781824	NC_008344	2372758	2373423	+	fig|335283.9.peg.2724	DnaA inactivator Hda (shorter homolog of DnaA)
335283.9	3	2781824	NC_008344	1775972	1778194	+	fig|335283.9.peg.2059	Helicase PriA essential for oriC/DnaA-independent DNA replication
335283.9	3	2781824	NC_008344	35	1414	+	fig|335283.9.peg.124	Chromosomal replication initiator protein DnaA
347256.5	1	665445	NC_013511	2805	4196	+	fig|347256.5.peg.4	Chromosomal replication initiator protein DnaA
381666.6	3	7416678	NC_008313	3332900	3333607	+	fig|381666.6.peg.3480	DnaA inactivator Hda (shorter homolog of DnaA)
381666.6	3	7416678	NC_008313	3847542	3848129	-	fig|381666.6.peg.3964	DnaA initiator-associating protein DiaA
381666.6	3	7416678	NC_008313	3909572	3911845	-	fig|381666.6.peg.4020	Helicase PriA essential for oriC/DnaA-independent DNA replication
381666.6	3	7416678	NC_008313	656	2455	+	fig|381666.6.peg.359	Chromosomal replication initiator protein DnaA
395963.13	3	4418616	NC_010581	1509	3041	+	fig|395963.13.peg.231	Chromosomal replication initiator protein DnaA
395963.13	3	4418616	NC_010581	592317	594590	+	fig|395963.13.peg.812	Helicase PriA essential for oriC/DnaA-independent DNA replication
500633.7	26	2479772	NZ_DS995356	517754	520246	+	fig|500633.7.peg.848	Helicase PriA essential for oriC/DnaA-independent DNA replication
500633.7	26	2479772	NZ_DS995361	14637	15986	-	fig|500633.7.peg.1917	Chromosomal replication initiator protein DnaA
511680.4	31	2496039	NZ_GG663519	318613	320820	-	fig|511680.4.peg.325	Helicase PriA essential for oriC/DnaA-independent DNA replication
511680.4	31	2496039	NZ_GG663520	295087	296439	+	fig|511680.4.peg.683	Chromosomal replication initiator protein DnaA
521095.6	1	1543805	NC_013203	1200	2729	+	fig|521095.6.peg.2	Chromosomal replication initiator protein DnaA
521095.6	1	1543805	NC_013203	963427	965739	-	fig|521095.6.peg.844	Helicase PriA essential for oriC/DnaA-independent DNA replication
574087.3	1	2469596	NC_014378	1541124	1543367	-	fig|574087.3.peg.1475	Helicase PriA essential for oriC/DnaA-independent DNA replication
574087.3	1	2469596	NC_014378	351	1700	+	fig|574087.3.peg.1	Chromosomal replication initiator protein DnaA
595434.4	55	7433200	LECT01000053	28408	30171	-	fig|595434.4.peg.6087	Chromosomal replication initiator protein DnaA
595434.4	55	7433200	LECT01000001	2441	3595	-	fig|595434.4.peg.3	Chromosomal replication initiator protein DnaA
